Id,Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area1,Wilderness_Area2,Wilderness_Area3,Wilderness_Area4,Soil_Type1,Soil_Type2,Soil_Type3,Soil_Type4,Soil_Type5,Soil_Type6,Soil_Type7,Soil_Type8,Soil_Type9,Soil_Type10,Soil_Type11,Soil_Type12,Soil_Type13,Soil_Type14,Soil_Type15,Soil_Type16,Soil_Type17,Soil_Type18,Soil_Type19,Soil_Type20,Soil_Type21,Soil_Type22,Soil_Type23,Soil_Type24,Soil_Type25,Soil_Type26,Soil_Type27,Soil_Type28,Soil_Type29,Soil_Type30,Soil_Type31,Soil_Type32,Soil_Type33,Soil_Type34,Soil_Type35,Soil_Type36,Soil_Type37,Soil_Type38,Soil_Type39,Soil_Type40,Cover_Type,Aspect2,Highwater,Elv-Vdist,EHDtH,Distanse_to_Hydrolody,Hydro_Fire_1,Hydro_Fire_2,Hydro_Road_1,Hydro_Road_2,Fire_Road_1,Fire_Road_2
567,2868,29,20,95,33,3369,209,192,112,2468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209,False,2835,2849.0,100.56838469419701,2563,2373,3464,3274,5837,901
568,2864,128,8,451,63,2741,234,235,133,2713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,308,False,2801,2773.8,455.3789630626342,3164,2262,3192,2290,5454,28
569,2946,352,14,170,35,4298,195,216,158,2352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,172,False,2911,2912.0,173.5655495770978,2522,2182,4468,4128,6650,1946
570,3021,25,12,564,21,3847,213,213,134,4662,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,205,False,3000,2908.2,564.3908220373538,5226,4098,4411,3283,8509,815
571,3018,49,14,631,22,3936,225,208,114,4569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,229,False,2996,2891.8,631.3834017457222,5200,3938,4567,3305,8505,633
572,2863,193,6,390,62,2869,220,245,161,2577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,False,2801,2785.0,394.8974550437113,2967,2187,3259,2479,5446,292
573,2978,156,6,524,61,5532,228,241,147,2688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,336,False,2917,2873.2,527.5386241783629,3212,2164,6056,5008,8220,2844
574,2945,63,12,324,110,3561,230,215,116,2278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,243,False,2835,2880.2,342.1637035104688,2602,1954,3885,3237,5839,1283
575,2618,7,18,170,47,458,196,202,140,1866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,187,False,2571,2584.0,176.3774361986249,2036,1696,628,288,2324,1408
576,2968,120,9,365,51,5386,236,232,127,2557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,300,False,2917,2895.0,368.5457909134223,2922,2192,5751,5021,7943,2829
577,2734,93,5,277,16,1645,228,232,138,2445,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,273,False,2718,2678.6,277.46170906991836,2722,2168,1922,1368,4090,800
578,2728,83,11,277,19,1587,236,220,114,2416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,263,False,2709,2672.6,277.6508598942204,2693,2139,1864,1310,4003,829
579,2762,190,5,30,-3,1972,220,244,159,2647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10,True,2765,2756.0,30.14962686336267,2677,2617,2002,1942,4619,675
580,2922,270,5,120,9,4843,207,241,173,3582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,90,False,2913,2898.0,120.33702672078948,3702,3462,4963,4723,8425,1261
581,2926,61,11,90,9,5123,229,218,121,2375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,241,False,2917,2908.0,90.44888059008801,2465,2285,5213,5033,7498,2748
582,2962,346,6,518,45,5549,209,231,160,2514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,166,False,2917,2858.4,519.950959225964,3032,1996,6067,5031,8063,3035
583,2624,183,27,60,22,1195,215,245,145,2374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,False,2602,2612.0,63.90618123468183,2434,2314,1255,1135,3569,1179
584,2917,107,5,210,33,3413,229,234,139,2125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,287,False,2884,2875.0,212.5770448566825,2335,1915,3623,3203,5538,1288
585,2644,345,3,85,-4,509,214,235,159,1426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,165,True,2648,2627.0,85.09406559801923,1511,1341,594,424,1935,917
586,2645,45,4,134,-3,467,221,230,145,1368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,225,True,2648,2618.2,134.03357788255897,1502,1234,601,333,1835,901
587,3024,24,16,297,26,4116,210,204,127,4161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,204,False,2998,2964.6,298.1358750637031,4458,3864,4413,3819,8277,45
588,2651,40,14,242,4,641,220,208,119,1783,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,220,False,2647,2602.6,242.03305559365234,2025,1541,883,399,2424,1142
589,2936,231,7,285,30,5773,210,246,174,2571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,51,False,2906,2879.0,286.574597618142,2856,2286,6058,5488,8344,3202
590,2813,127,14,60,12,2845,243,230,112,2313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,307,False,2801,2801.0,61.18823416311342,2373,2253,2905,2785,5158,532
591,2617,344,19,30,6,1307,178,206,165,2506,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,164,False,2611,2611.0,30.59411708155671,2536,2476,1337,1277,3813,1199
592,2952,281,5,212,33,4824,206,240,173,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,101,False,2919,2909.6,214.55302374937528,2234,1810,5036,4612,6846,2802
593,2968,286,17,283,41,4735,171,237,206,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,106,False,2927,2911.4,285.9545418418809,2275,1709,5018,4452,6727,2743
594,2992,228,6,458,79,4439,211,246,172,1919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,False,2913,2900.4,464.7633806572975,2377,1461,4897,3981,6358,2520
595,2976,124,9,277,39,4173,235,234,129,1891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,304,False,2937,2920.6,279.7320146139873,2168,1614,4450,3896,6064,2282
596,2796,131,9,0,0,2794,235,235,132,2323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,311,False,2796,2796.0,0.0,2323,2323,2794,2794,5117,471
597,2955,311,9,421,49,5660,196,234,177,2428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,131,False,2906,2870.8,423.8419516753857,2849,2007,6081,5239,8088,3232
598,2917,175,13,30,0,3707,227,247,149,1907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,355,False,2917,2911.0,30.0,1937,1877,3737,3677,5614,1800
599,2821,72,20,90,20,2889,238,198,82,2247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,252,False,2801,2803.0,92.19544457292888,2337,2157,2979,2799,5136,642
600,2794,179,20,124,29,2629,224,247,147,2408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,359,False,2765,2769.2,127.3459854098275,2532,2284,2753,2505,5037,221
601,2661,266,4,67,4,631,210,241,169,1499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86,False,2657,2647.6,67.11929677819934,1566,1432,698,564,2130,868
602,2793,119,17,30,-2,2810,247,222,97,2274,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,299,True,2795,2787.0,30.066592756745816,2304,2244,2840,2780,5084,536
603,2976,315,19,319,58,4779,165,220,194,1917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,135,False,2918,2912.2,324.2298567374695,2236,1598,5098,4460,6696,2862
604,2807,115,21,85,11,2876,251,214,81,2215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,295,False,2796,2790.0,85.70880934886448,2300,2130,2961,2791,5091,661
605,3109,87,13,446,16,3469,239,218,108,4669,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,267,False,3093,3019.8,446.2869032360237,5115,4223,3915,3023,8138,1200
606,3109,53,7,362,42,3774,224,224,134,4310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,233,False,3067,3036.6,364.4283194264683,4672,3948,4136,3412,8084,536
607,2792,109,19,67,8,2856,249,214,85,2208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,289,False,2784,2778.6,67.47592163134935,2275,2141,2923,2789,5064,648
608,2775,121,16,30,-3,2799,246,225,103,2244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,301,True,2778,2769.0,30.14962686336267,2274,2214,2829,2769,5043,555
609,3113,14,13,376,23,3684,207,213,141,4380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,194,False,3090,3037.8,376.70280062670093,4756,4004,4060,3308,8064,696
610,2919,341,9,467,3,4830,202,228,164,3187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161,False,2916,2825.6,467.00963587489287,3654,2720,5297,4363,8017,1643
611,2757,129,12,0,0,2751,240,232,120,2259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,309,False,2757,2757.0,0.0,2259,2259,2751,2751,5010,492
612,2952,41,14,335,13,4604,221,208,119,3375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,221,False,2939,2885.0,335.2521439155908,3710,3040,4939,4269,7979,1229
613,2764,91,15,42,7,2789,242,216,100,2216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,271,False,2757,2755.6,42.579337712087536,2258,2174,2831,2747,5005,573
614,2753,109,19,60,-3,2771,248,216,88,2213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,289,True,2756,2741.0,60.07495318350236,2273,2153,2831,2711,4984,558
615,2744,122,19,30,1,2742,248,222,94,2232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,302,False,2743,2738.0,30.01666203960727,2262,2202,2772,2712,4974,510
616,2736,138,18,0,0,2714,244,231,109,2252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,318,False,2736,2736.0,0.0,2252,2252,2714,2714,4966,462
617,2954,156,10,301,79,4308,232,242,141,1657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,336,False,2875,2893.8,311.1944729586308,1958,1356,4609,4007,5965,2651
618,2662,138,23,30,8,2173,248,225,93,2588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,318,False,2654,2656.0,31.04834939252005,2618,2558,2203,2143,4761,415
619,2988,69,14,228,3,4298,234,211,106,3596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,249,False,2985,2942.4,228.01973598791838,3824,3368,4526,4070,7894,702
620,2965,72,14,361,6,4509,235,212,105,3383,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,252,False,2959,2892.8,361.04985805287333,3744,3022,4870,4148,7892,1126
621,2663,118,21,30,11,2214,250,217,84,2546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,298,False,2652,2657.0,31.953090617340916,2576,2516,2244,2184,4760,332
622,2600,64,10,247,33,277,230,219,122,1195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,244,False,2567,2550.6,249.19470299346253,1442,948,524,30,1472,918
623,2942,71,16,499,3,4656,236,208,99,3211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,251,False,2939,2842.2,499.00901795458566,3710,2712,5155,4157,7867,1445
624,2718,90,18,30,-2,2719,244,209,87,2207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,270,True,2720,2712.0,30.066592756745816,2237,2177,2749,2689,4926,512
625,2695,168,19,30,-1,2608,231,244,135,2291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,348,True,2696,2689.0,30.01666203960727,2321,2261,2638,2578,4899,317
626,2669,31,3,342,17,696,219,233,151,1559,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,211,False,2652,2600.6,342.42225394971047,1901,1217,1038,354,2255,863
627,2753,103,20,108,24,2813,249,210,80,2123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,283,False,2729,2731.4,110.63453348751464,2231,2015,2921,2705,4936,690
628,2721,101,18,42,13,2730,247,213,88,2185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,281,False,2708,2712.6,43.965895873961216,2227,2143,2772,2688,4915,545
629,2686,142,10,0,0,2592,235,238,132,2293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,322,False,2686,2686.0,0.0,2293,2293,2592,2592,4885,299
630,2676,119,5,0,0,2483,228,235,141,2352,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,299,False,2676,2676.0,0.0,2352,2352,2483,2483,4835,131
631,2610,135,6,272,13,323,230,237,141,1256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,315,False,2597,2555.6,272.31048455760936,1528,984,595,51,1579,933
632,2706,137,18,60,-1,2714,245,230,106,2185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,317,True,2707,2694.0,60.00833275470999,2245,2125,2774,2654,4899,529
633,2709,323,24,127,59,2125,153,208,191,2563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,143,False,2650,2683.6,140.03570973148243,2690,2436,2252,1998,4688,438
634,2676,66,3,391,24,883,222,233,147,1745,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,246,False,2652,2597.8,391.735880409237,2136,1354,1274,492,2628,862
635,3201,70,8,331,59,2908,229,225,129,5058,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,250,False,3142,3134.8,336.21719170797917,5389,4727,3239,2577,7966,2150
636,2688,120,7,30,3,2644,232,235,136,2227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,300,False,2685,2682.0,30.14962686336267,2257,2197,2674,2614,4871,417
637,2685,11,2,30,4,2617,217,234,155,2241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,191,False,2681,2679.0,30.265491900843113,2271,2211,2647,2587,4858,376
638,2684,347,6,0,0,2630,208,230,160,2215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,167,False,2684,2684.0,0.0,2215,2215,2630,2630,4845,415
639,2714,329,25,127,45,2207,153,202,184,2479,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,149,False,2669,2688.6,134.73678042761748,2606,2352,2334,2080,4686,272
640,2766,38,5,85,-3,1813,220,228,144,2800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,218,True,2769,2749.0,85.05292469985967,2885,2715,1898,1728,4613,987
641,2695,101,10,0,0,2778,237,227,120,2101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,281,False,2695,2695.0,0.0,2101,2101,2778,2778,4879,677
642,2690,35,6,0,0,2751,219,227,144,2123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,215,False,2690,2690.0,0.0,2123,2123,2751,2751,4874,628
643,2769,7,9,67,0,1832,209,222,150,2780,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,187,False,2769,2755.6,67.0,2847,2713,1899,1765,4612,948
644,2795,126,24,153,23,3259,252,215,76,1740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,306,False,2772,2764.4,154.719100307622,1893,1587,3412,3106,4999,1519
645,2740,332,27,175,70,2239,146,194,181,2432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,152,False,2670,2705.0,188.48076824970764,2607,2257,2414,2064,4671,193
646,3009,238,7,446,42,5071,207,246,177,1631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,58,False,2967,2919.8,447.97321348491363,2077,1185,5517,4625,6702,3440
647,2964,84,19,124,32,4607,243,204,83,1434,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,264,False,2932,2939.2,128.06248474865697,1558,1310,4731,4483,6041,3173
648,2783,332,30,255,114,2180,138,188,181,2467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,152,False,2669,2732.0,279.3223943761044,2722,2212,2435,1925,4647,287
649,2781,56,9,190,5,1987,226,222,130,2630,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,236,False,2776,2743.0,190.06577808748213,2820,2440,2177,1797,4617,643
650,2775,40,8,134,0,1940,221,223,137,2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,220,False,2775,2748.2,134.0,2807,2539,2074,1806,4613,733
651,2781,39,3,60,11,1871,220,232,149,2739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,219,False,2770,2769.0,61.0,2799,2679,1931,1811,4610,868
652,2593,7,8,85,-5,335,211,225,151,1279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,187,True,2598,2576.0,85.14693182963201,1364,1194,420,250,1614,944
653,3149,120,13,150,33,3438,242,229,114,4269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,300,False,3116,3119.0,153.58710883404245,4419,4119,3588,3288,7707,831
654,3044,345,5,342,20,4119,209,231,160,3538,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,165,False,3024,2975.6,342.58429619584143,3880,3196,4461,3777,7657,581
